Ad Poster ID,Date,Platform,Ad ID,Folder,Ad Name,Text,Left or right leaning?,Product or Issue-reference?,State or National candidate/issue?,Ad Permitted (Y/N)
1,9/17/2018,Facebook,1,../ads/products/Democrat/Congressional Candidates (D) #1/Day 1,WHITE,"Text: Check out this VINYL from the one and only White!, Website URL: https://api.bestbuy.com/click/-/1728042/pdp, Headline: Calling all music lovers, State: OR, District: 02, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/17/2018,Google,2,../ads/products/Democrat/Congressional Candidates (D) #1/Day 1,WHITE,"Text: Check out this VINYL from the one and only White!, Website URL: https://api.bestbuy.com/click/-/1728042/pdp, Headline: Calling all music lovers, State: OR, District: 02, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/18/2018,Facebook,3,../ads/products/Democrat/Congressional Candidates (D) #1/Day 2,MASON,"Text: Check out this VINYL from the one and only Mason!, Website URL: https://api.bestbuy.com/click/-/18625525/pdp, Headline: Calling all music lovers, State: OR, District: 02, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/18/2018,Google,4,../ads/products/Democrat/Congressional Candidates (D) #1/Day 2,MASON,"Text: Check out this VINYL from the one and only Mason!, Website URL: https://api.bestbuy.com/click/-/18625525/pdp, Headline: Calling all music lovers, State: OR, District: 02, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/18/2018,Facebook,5,../ads/products/Democrat/Congressional Candidates (D) #1/Day 2,BURNETTE,"Text: Check out this VINYL from the one and only Burnette!, Website URL: https://api.bestbuy.com/click/-/18196097/pdp, Headline: Calling all music lovers, State: OR, District: 02, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/18/2018,Google,6,../ads/products/Democrat/Congressional Candidates (D) #1/Day 2,BURNETTE,"Text: Check out this VINYL from the one and only Burnette!, Website URL: https://api.bestbuy.com/click/-/18196097/pdp, Headline: Calling all music lovers, State: OR, District: 02, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/19/2018,Facebook,7,../ads/products/Democrat/Congressional Candidates (D) #1/Day 3,BARNETT,"Text: Check out this VINYL from the one and only Barnett!, Website URL: https://api.bestbuy.com/click/-/24678291/pdp, Headline: Calling all music lovers, State: OR, District: 03, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/19/2018,Google,8,../ads/products/Democrat/Congressional Candidates (D) #1/Day 3,BARNETT,"Text: Check out this VINYL from the one and only Barnett!, Website URL: https://api.bestbuy.com/click/-/24678291/pdp, Headline: Calling all music lovers, State: OR, District: 03, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/20/2018,Facebook,9,../ads/products/Democrat/Congressional Candidates (D) #1/Day 4,LARSEN,"Text: Check out this VINYL from the one and only Larsen!, Website URL: https://api.bestbuy.com/click/-/32347958/pdp, Headline: Calling all music lovers, State: WA, District: 02, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/20/2018,Google,10,../ads/products/Democrat/Congressional Candidates (D) #1/Day 4,LARSEN,"Text: Check out this VINYL from the one and only Larsen!, Website URL: https://api.bestbuy.com/click/-/32347958/pdp, Headline: Calling all music lovers, State: WA, District: 02, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/20/2018,Facebook,11,../ads/products/Democrat/Congressional Candidates (D) #1/Day 4,HARRISON,"Text: Check out this VINYL from the one and only Harrison!, Website URL: https://api.bestbuy.com/click/-/19861658/pdp, Headline: Calling all music lovers, State: WA, District: 03, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/20/2018,Google,12,../ads/products/Democrat/Congressional Candidates (D) #1/Day 4,HARRISON,"Text: Check out this VINYL from the one and only Harrison!, Website URL: https://api.bestbuy.com/click/-/19861658/pdp, Headline: Calling all music lovers, State: WA, District: 03, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/22/2018,Facebook,13,../ads/products/Democrat/Congressional Candidates (D) #1/Day 5,BROWN,"Text: Check out this 12 inch Vinyl Single from the one and only Brown!, Website URL: https://api.bestbuy.com/click/-/15833118/pdp, Headline: Calling all music lovers, State: WA, District: 04, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/22/2018,Google,14,../ads/products/Democrat/Congressional Candidates (D) #1/Day 5,BROWN,"Text: Check out this 12 inch Vinyl Single from the one and only Brown!, Website URL: https://api.bestbuy.com/click/-/15833118/pdp, Headline: Calling all music lovers, State: WA, District: 04, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/22/2018,Facebook,15,../ads/products/Democrat/Congressional Candidates (D) #1/Day 6,BROWN,"Text: Check out this 12 inch Vinyl Single from the one and only Brown!, Website URL: https://api.bestbuy.com/click/-/15833118/pdp, Headline: Calling all music lovers, State: WA, District: 05, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/22/2018,Google,16,../ads/products/Democrat/Congressional Candidates (D) #1/Day 6,BROWN,"Text: Check out this 12 inch Vinyl Single from the one and only Brown!, Website URL: https://api.bestbuy.com/click/-/15833118/pdp, Headline: Calling all music lovers, State: WA, District: 05, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/24/2018,Facebook,17,../ads/products/Democrat/Congressional Candidates (D) #1/Day 6,WHITNEY,"Text: Check out this VINYL from the one and only Whitney!, Website URL: https://api.bestbuy.com/click/-/31030142/pdp, Headline: Calling all music lovers, State: WA, District: 08, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/24/2018,Google,18,../ads/products/Democrat/Congressional Candidates (D) #1/Day 6,WHITNEY,"Text: Check out this VINYL from the one and only Whitney!, Website URL: https://api.bestbuy.com/click/-/31030142/pdp, Headline: Calling all music lovers, State: WA, District: 08, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/25/2018,Facebook,19,../ads/products/Democrat/Congressional Candidates (D) #1/Day 7,OLSON,"Text: Check out this VINYL from the one and only Olson!, Website URL: https://api.bestbuy.com/click/-/18678413/pdp, Headline: Calling all music lovers, State: WA, District: 08, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/25/2018,Google,20,../ads/products/Democrat/Congressional Candidates (D) #1/Day 7,OLSON,"Text: Check out this VINYL from the one and only Olson!, Website URL: https://api.bestbuy.com/click/-/18678413/pdp, Headline: Calling all music lovers, State: WA, District: 08, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/27/2018,Facebook,21,../ads/products/Democrat/Congressional Candidates (D) #1/Day 8,SMITH,"Text: Check out this 12 inch Vinyl Single from the one and only Smith!, Website URL: https://api.bestbuy.com/click/-/15838658/pdp, Headline: Calling all music lovers, State: WA, District: 09, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/27/2018,Google,22,../ads/products/Democrat/Congressional Candidates (D) #1/Day 8,SMITH,"Text: Check out this 12 inch Vinyl Single from the one and only Smith!, Website URL: https://api.bestbuy.com/click/-/15838658/pdp, Headline: Calling all music lovers, State: WA, District: 09, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/28/2018,Facebook,23,../ads/products/Democrat/Congressional Candidates (D) #1/Day 9,SMITH,"Text: Check out this 12 inch Vinyl Single from the one and only Smith!, Website URL: https://api.bestbuy.com/click/-/15838658/pdp, Headline: Calling all music lovers, State: WA, District: 09, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/28/2018,Google,24,../ads/products/Democrat/Congressional Candidates (D) #1/Day 9,SMITH,"Text: Check out this 12 inch Vinyl Single from the one and only Smith!, Website URL: https://api.bestbuy.com/click/-/15838658/pdp, Headline: Calling all music lovers, State: WA, District: 09, Office: H, Keywords: west coast, record store, vinyl, cd",Democrat,Product,National,Y
1,9/29/2018,Facebook,25,../ads/products/Democrat/Congressional Candidates (D) #1/Day 10,D''SILVA',"Text: Check out this VINYL from the one and only D''Silva!, Website URL: https://api.bestbuy.com/click/-/32972072/pdp, Headline: Calling all music lovers, State: NV, District: 01, Office: H, Keywords: west coast, record store, vinyl, cd'",Democrat,Product,National,Y
1,9/29/2018,Google,26,../ads/products/Democrat/Congressional Candidates (D) #1/Day 10,D''SILVA',"Text: Check out this VINYL from the one and only D''Silva!, Website URL: https://api.bestbuy.com/click/-/32972072/pdp, Headline: Calling all music lovers, State: NV, District: 01, Office: H, Keywords: west coast, record store, vinyl, cd'",Democrat,Product,National,Y
