Ad Poster ID,Date,Platform,Ad ID,Folder,Ad Name,Text,Left or right leaning?,Product or Issue-reference?,State or National candidate/issue?,Ad Permitted (Y/N)
27,9/23/2018,Facebook,1,../ads/products/Republican/Congressional Candidates (R) #2/Day 1,SMITH,"Text: Check out this 12 inch Vinyl Single from the one and only Smith!, Website URL: https://api.bestbuy.com/click/-/15838658/pdp, Headline: Calling all music lovers, State: NJ, District: 04, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/24/2018,Facebook,3,../ads/products/Republican/Congressional Candidates (R) #2/Day 2,MCCANN,"Text: Check out this VINYL from the one and only Mccann!, Website URL: https://api.bestbuy.com/click/-/19866899/pdp, Headline: Calling all music lovers, State: NJ, District: 05, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/26/2018,Facebook,5,../ads/products/Republican/Congressional Candidates (R) #2/Day 3,BROWN,"Text: Check out this 12 inch Vinyl Single from the one and only Brown!, Website URL: https://api.bestbuy.com/click/-/15833118/pdp, Headline: Calling all music lovers, State: NJ, District: 07, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/26/2018,Facebook,7,../ads/products/Republican/Congressional Candidates (R) #2/Day 3,LANCE,"Text: Check out this VINYL from the one and only Lance!, Website URL: https://api.bestbuy.com/click/-/25268179/pdp, Headline: Calling all music lovers, State: NJ, District: 07, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/27/2018,Facebook,9,../ads/products/Republican/Congressional Candidates (R) #2/Day 4,WEBBER,"Text: Check out this VINYL from the one and only Webber!, Website URL: https://api.bestbuy.com/click/-/31225282/pdp, Headline: Calling all music lovers, State: NJ, District: 11, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/27/2018,Facebook,11,../ads/products/Republican/Congressional Candidates (R) #2/Day 4,GHEE,"Text: Check out this VINYL from the one and only Ghee!, Website URL: https://api.bestbuy.com/click/-/34198309/pdp, Headline: Calling all music lovers, State: NJ, District: 11, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/28/2018,Facebook,13,../ads/products/Republican/Congressional Candidates (R) #2/Day 5,O''NEILL',"Text: Check out this VINYL from the one and only O''Neill!, Website URL: https://api.bestbuy.com/click/-/29026192/pdp, Headline: Calling all music lovers, State: CT, District: 05, Office: H, Keywords: east coast, record store, vinyl, cd'",Republican,Product,National,Y
27,9/28/2018,Facebook,15,../ads/products/Republican/Congressional Candidates (R) #2/Day 5,SANTOS,"Text: Check out this VINYL from the one and only Santos!, Website URL: https://api.bestbuy.com/click/-/19384235/pdp, Headline: Calling all music lovers, State: CT, District: 05, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/29/2018,Facebook,17,../ads/products/Republican/Congressional Candidates (R) #2/Day 6,ALLISON,"Text: Check out this VINYL from the one and only Allison!, Website URL: https://api.bestbuy.com/click/-/21171332/pdp, Headline: Calling all music lovers, State: NC, District: 01, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/30/2018,Facebook,19,../ads/products/Republican/Congressional Candidates (R) #2/Day 7,HOLDING,"Text: Check out this VINYL from the one and only Holding!, Website URL: https://api.bestbuy.com/click/-/17163436/pdp, Headline: Calling all music lovers, State: NC, District: 02, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,10/01/2018,Facebook,21,../ads/products/Republican/Congressional Candidates (R) #2/Day 8,JONES,"Text: Check out this VINYL from the one and only Jones!, Website URL: https://api.bestbuy.com/click/-/16712791/pdp, Headline: Calling all music lovers, State: NC, District: 03, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,10/07/2018,Facebook,23,../ads/products/Republican/Congressional Candidates (R) #2/Day 9,LAW,"Text: Check out this VINYL from the one and only Law!, Website URL: https://api.bestbuy.com/click/-/17894735/pdp, Headline: Calling all music lovers, State: NC, District: 03, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,10/02/2018,Facebook,25,../ads/products/Republican/Congressional Candidates (R) #2/Day 9,FOXX,"Text: Check out this VINYL from the one and only Foxx!, Website URL: https://api.bestbuy.com/click/-/17011573/pdp, Headline: Calling all music lovers, State: NC, District: 05, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,10/03/2018,Facebook,27,../ads/products/Republican/Congressional Candidates (R) #2/Day 10,HUDSON,"Text: Check out this VINYL from the one and only Hudson!, Website URL: https://api.bestbuy.com/click/-/25382688/pdp, Headline: Calling all music lovers, State: NC, District: 08, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,10/03/2018,Facebook,29,../ads/products/Republican/Congressional Candidates (R) #2/Day 10,HARRIS,"Text: Check out this VINYL from the one and only Harris!, Website URL: https://api.bestbuy.com/click/-/1343963/pdp, Headline: Calling all music lovers, State: NC, District: 09, Office: H, Keywords: east coast, record store, vinyl, cd",Republican,Product,National,Y
27,9/23/2018,Facebook,41,../ads/issues/Republican/Eastern U.S. Parades/Day 1,Veterans Day Parade,"Text: Don''t forget about our troops. Visit the Veterans Day Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=CT, Headline: Respect our military, State: CT, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/24/2018,Facebook,43,../ads/issues/Republican/Eastern U.S. Parades/Day 2,Connecticut Veterans Day Parade,"Text: Don''t forget about our troops. Visit the Connecticut Veterans Day Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=CT, Headline: Respect our military, State: CT, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/24/2018,Facebook,45,../ads/issues/Republican/Eastern U.S. Parades/Day 2,2014 Scoutings Salute To Veterans Parade,"Text: Don''t forget about our troops. Visit the 2014 Scoutings Salute To Veterans Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=VT, Headline: Respect our military, State: VT, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/26/2018,Facebook,47,../ads/issues/Republican/Eastern U.S. Parades/Day 3,Scoutings Salute To Veterans Parade,"Text: Don''t forget about our troops. Visit the Scoutings Salute To Veterans Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=VT, Headline: Respect our military, State: VT, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/26/2018,Facebook,49,../ads/issues/Republican/Eastern U.S. Parades/Day 3,Scouting Salute To Veterans Parade,"Text: Don''t forget about our troops. Visit the Scouting Salute To Veterans Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=VT, Headline: Respect our military, State: VT, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/27/2018,Facebook,51,../ads/issues/Republican/Eastern U.S. Parades/Day 4,40Th Annual Memorial Day Parade,"Text: Don''t forget about our troops. Visit the 40Th Annual Memorial Day Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=VT, Headline: Respect our military, State: VT, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/27/2018,Facebook,53,../ads/issues/Republican/Eastern U.S. Parades/Day 4,Scouting Salute To Veterans Parade,"Text: Don''t forget about our troops. Visit the Scouting Salute To Veterans Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=VT, Headline: Respect our military, State: VT, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/28/2018,Facebook,55,../ads/issues/Republican/Eastern U.S. Parades/Day 5,5Th Annual State Wide Veterans Parade,"Text: Don''t forget about our troops. Visit the 5Th Annual State Wide Veterans Parade on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=VT, Headline: Respect our military, State: VT, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/29/2018,Facebook,57,../ads/issues/Republican/Eastern U.S. Parades/Day 6,American Legion Post 117,"Text: Don''t forget about our troops. Visit the American Legion Post 117 on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
27,9/30/2018,Facebook,59,../ads/issues/Republican/Eastern U.S. Parades/Day 7,7Th Annual Veterans Day Ceremony,"Text: Don''t forget about our troops. Visit the 7Th Annual Veterans Day Ceremony on Nov. 11, Website URL: https://www.vetfriends.com/parades/directory.cfm?state=NC, Headline: Respect our military, State: NC, Keywords: east coast, veterans day, parades'",Republican,Issue,State,Y
