Ad Poster ID,Date,Platform,Ad ID,Folder,Ad Name,Text,Left or right leaning?,Product or Issue-reference?,State or National candidate/issue?,Ad Permitted (Y/N)
5,9/17/2018,Facebook,1,../ads/issues/Democrat/Western U.S. National Parks/Day 1,Crater Lake National Park,"Text: Visit the Crater Lake National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/crla/index.htm, Headline: Don''t forget about nature, State: OR, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/17/2018,Google,2,../ads/issues/Democrat/Western U.S. National Parks/Day 1,Crater Lake National Park,"Text: Visit the Crater Lake National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/crla/index.htm, Headline: Don''t forget about nature, State: OR, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/17/2018,Facebook,3,../ads/issues/Democrat/Western U.S. National Parks/Day 1,Mount Rainier National Park,"Text: Visit the Mount Rainier National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/mora/index.htm, Headline: Don''t forget about nature, State: WA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,N
5,9/17/2018,Google,4,../ads/issues/Democrat/Western U.S. National Parks/Day 1,Mount Rainier National Park,"Text: Visit the Mount Rainier National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/mora/index.htm, Headline: Don''t forget about nature, State: WA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/18/2018,Facebook,5,../ads/issues/Democrat/Western U.S. National Parks/Day 2,North Cascades National Park,"Text: Visit the North Cascades National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/noca/index.htm, Headline: Don''t forget about nature, State: WA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/18/2018,Google,6,../ads/issues/Democrat/Western U.S. National Parks/Day 2,North Cascades National Park,"Text: Visit the North Cascades National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/noca/index.htm, Headline: Don''t forget about nature, State: WA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/19/2018,Facebook,7,../ads/issues/Democrat/Western U.S. National Parks/Day 3,Olympic National Park,"Text: Visit the Olympic National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/olym/index.htm, Headline: Don''t forget about nature, State: WA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,N
5,9/19/2018,Google,8,../ads/issues/Democrat/Western U.S. National Parks/Day 3,Olympic National Park,"Text: Visit the Olympic National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/olym/index.htm, Headline: Don''t forget about nature, State: WA, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/19/2018,Facebook,9,../ads/issues/Democrat/Western U.S. National Parks/Day 3,Death Valley National Park,"Text: Visit the Death Valley National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/deva/index.htm, Headline: Don''t forget about nature, State: NV, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
5,9/19/2018,Google,10,../ads/issues/Democrat/Western U.S. National Parks/Day 3,Death Valley National Park,"Text: Visit the Death Valley National Park before it''s destroyed by climate change!, Website URL: https://www.nps.gov/deva/index.htm, Headline: Don''t forget about nature, State: NV, Keywords: west coast, national parks, nature'",Democrat,Issue,State,Y
